,key,PrimaryRef,CarniBinom,PreyOrder,PreyBinom,CD.values,Valid.values,Difference,Re-entered_Full,Potential explanation,Re-entered,Correct explanation
290,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Nasua_nasua","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Carnivora,Nasua_nasua,36.8,36.8,0,,,,
291,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Procyon_cancrivorus","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Carnivora,Procyon_cancrivorus,9.2,9.2,0,,,,
292,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Sapajus_nigritus","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Primates,Sapajus_nigritus,9.2,9.2,0,,,,
293,"Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641. Puma_concolor Sylvilagus_brasiliensis","Santos, J. L., A. M. O. Paschoal, R. L. Massara and A. G. Chiarello (2014). ""High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest."" Brazilian Journal of Biology 74(3): 632-641.",Puma_concolor,Lagomorpha,Sylvilagus_brasiliensis,6.7,NA,NA,,,,
294,"Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39. Martes_martes Myodes_glareolus","Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39.",Martes_martes,Rodentia,Myodes_glareolus,160.6,70.7,89.9,160.6,CarniDIET is correct.,,
295,"Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39. Martes_martes Ondatra_zibethicus","Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39.",Martes_martes,Rodentia,Ondatra_zibethicus,0.5,0.1,0.4,0.5,CarniDIET is correct.,,
296,"Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39. Martes_martes Sciurus_vulgaris","Sidorovich, Vadim E., Dmitry A. Krasko, and Alexey A. Dyman. ""Landscape-related differences in diet, food supply and distribution pattern of the pine marten, Martes martes in the transitional mixed forest of northern Belarus.""·Folia Zoologica·54.1/2 (2005): 39.",Martes_martes,Rodentia,Sciurus_vulgaris,13.2,NA,NA,13.2,CarniDIET is correct.,,
297,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Antidorcas_marsupialis","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Cetartiodactyla,Antidorcas_marsupialis,0.047281324,NA,NA,,,,
298,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Cynictis_penicillata","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Carnivora,Cynictis_penicillata,0.094562648,NA,NA,,,,
299,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Dendromus_melanotis","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Dendromus_melanotis,3.546099291,1.62,1.926099291,3.546099291,"CarniDIET is correct, but the calculation to get there is very confusing.",,
300,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Desmodillus_auricularis","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Desmodillus_auricularis,0.236406619,NA,NA,,,,
301,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Gerbilliscus_leucogaster","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Gerbilliscus_leucogaster,4.113475177,NA,NA,,,,
302,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Gerbillurus_paeba","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Gerbillurus_paeba,7.186761229,NA,NA,,,,
303,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Lepus_europaeus","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Lagomorpha,Lepus_europaeus,0.61465721,NA,NA,,,,
304,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Malacothrix_typica","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Malacothrix_typica,28.13238771,22.9,5.23238771,28.13238771,"CarniDIET is correct, but the calculation to get there is very confusing.",,
305,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Mus_minutoides","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Mus_minutoides,13.04964539,NA,NA,,,,
306,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Pronolagus_rupestris","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Lagomorpha,Pronolagus_rupestris,0.094562648,0.48,-0.385437352,0.047281324,"CarniDIET is correct, but the calculation to get there is very confusing.",,
307,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Saccostomus_campestris","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Saccostomus_campestris,0.094562648,NA,NA,,,,
308,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Suricata_suricatta","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Carnivora,Suricata_suricatta,0.094562648,NA,NA,,,,
309,"Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204. Felis_nigripes Xerus_inauris","Sliwa, A. (2006). ""Seasonal and sex-specific prey composition of black-footed catsFelis nigripes."" Acta theriologica 51(2): 195-204.",Felis_nigripes,Rodentia,Xerus_inauris,0.094562648,1.25,-1.155437352,0.094562648,"CarniDIET is correct, but the calculation to get there is very confusing.",,
310,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Didelphis_virginiana","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Didelphimorphia,Didelphis_virginiana,2.1,4.8,-2.7,6.3,Only RFO recorded,2.1,Yes
311,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Odocoileus_virginianus","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Cetartiodactyla,Odocoileus_virginianus,56,NA,NA,,,,
312,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Scalopus_aquaticus","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Eulipotyphla,Scalopus_aquaticus,1.3,NA,NA,,,,
313,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Sciurus_carolinensis","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Rodentia,Sciurus_carolinensis,2.7,6.6,-3.9,7.5,Only RFO recorded,2.7,Yes
314,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Sciurus_niger","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Rodentia,Sciurus_niger,2.6,5.7,-3.1,7.7,Only RFO recorded,2.6,Yes
315,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Sigmodon_hispidus","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Rodentia,Sigmodon_hispidus,32.8,80.1,-47.3,91.3,Only RFO recorded,32.8,Yes
316,"Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404. Canis_latrans Sylvilagus_floridanus","Swingen, M. B., DePerno, C. S., & Moorman, C. E. (2015). Seasonal coyote diet composition at a low-productivity site.·Southeastern Naturalist,·14(2), 397-404.",Canis_latrans,Lagomorpha,Sylvilagus_floridanus,27,NA,NA,,,,
317,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Microtus_californicus","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Microtus_californicus,3.9,3.9,0,,,,
318,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Mus_musculus","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Mus_musculus,34.3,34.3,0,,,,
319,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Perognathus_inornatus","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Perognathus_inornatus,1.5,1.5,0,,,,
320,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Peromyscus_maniculatus","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Peromyscus_maniculatus,17.9,17.9,0,,,,
321,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Reithrodon_megalotis","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Reithrodon_megalotis,3.4,3.4,0,,,,
322,"Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277. Vulpes_macrotis Thomomys_bottae","Warrick, Gregory D., et al. ""Use of agricultural lands by San Joaquin kit foxes.""·Western North American Naturalist·67.2 (2007): 270-277.",Vulpes_macrotis,Rodentia,Thomomys_bottae,3.9,9.7,-5.8,9.7,Typo,9.7,
323,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Bos_taurus","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Cetartiodactyla,Bos_taurus,51.52,NA,NA,,,,
324,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Canis_familiaris","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Carnivora,Canis_familiaris,5.43,5.43,0,,,,
325,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Capreolus_capreolus","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Cetartiodactyla,Capreolus_capreolus,202.65,202.65,0,,,,
326,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Cervus_nippon","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Cetartiodactyla,Cervus_nippon,163.02,163.02,0,,,,
327,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Lutra_lutra","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Carnivora,Lutra_lutra,9.53,9.53,0,,,,
328,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Nyctereutes_procyonoides","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Carnivora,Nyctereutes_procyonoides,14.24,14.24,0,,,,
329,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Sus_scrofa","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Cetartiodactyla,Sus_scrofa,79.59,79.59,0,,,,
330,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_pardus Vulpes_vulpes","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_pardus,Carnivora,Vulpes_vulpes,18.21,18.21,0,,,,
331,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Bos_taurus","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Cetartiodactyla,Bos_taurus,15.67,NA,NA,,,,
332,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Canis_familiaris","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Carnivora,Canis_familiaris,12.26,12.26,0,,,,
333,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Capreolus_capreolus","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Cetartiodactyla,Capreolus_capreolus,124.84,125.29,-0.45,125.29,Typo,,
334,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Cervus_nippon","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Cetartiodactyla,Cervus_nippon,96.44,96.44,0,,,,
335,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Nyctereutes_procyonoides","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Carnivora,Nyctereutes_procyonoides,38.72,34.36,4.36,38.72,CarniDIET is correct,,
336,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Sus_scrofa","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Cetartiodactyla,Sus_scrofa,240.34,240.34,0,,,,
337,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Ursus_thibetanus","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Carnivora,Ursus_thibetanus,20.82,16.84,3.98,20.82,CarniDIET is correct,,
338,"Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930. Panthera_tigris Vulpes_vulpes","Yang, Haitao, et al. ""Seasonal food habits and prey selection of Amur tigers and Amur leopards in Northeast China.""†Scientific reports†8.1 (2018): 6930.",Panthera_tigris,Carnivora,Vulpes_vulpes,17.43,17.43,0,,,,
339,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Chaetophractus_villosus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Cingulata,Chaetophractus_villosus,0.8,0.8,0,,,,
340,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Conepatus_humboldtii","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Carnivora,Conepatus_humboldtii,3.5,3.5,0,,,,
341,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Ctenomys_megellanicus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Rodentia,Ctenomys_megellanicus,5.1,NA,NA,,,,
342,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Eligmodontia_typus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Rodentia,Eligmodontia_typus,2.71,2.71,0,,,,
343,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Felis_silvestris","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Carnivora,Felis_silvestris,1.6,NA,NA,,,,
344,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Galictis_cuja","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Carnivora,Galictis_cuja,1.1,1.1,0,,,,
345,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Lepus_europaeus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Lagomorpha,Lepus_europaeus,100.1,100.1,0,,,,
346,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Microcavia_australis","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Rodentia,Microcavia_australis,64.1,64.1,0,,,,
347,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Phyllotis_darwini","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Rodentia,Phyllotis_darwini,0.8,0.8,0,,,,
348,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Reithrodon_auritus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Rodentia,Reithrodon_auritus,8.9,8.9,0,,,,
349,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_culpaeus Zaedyus_pichiy","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_culpaeus,Cingulata,Zaedyus_pichiy,22,22,0,,,,
